,初始指数,到期日期,终止指数,敲入日期,敲入点位,敲出日期,敲出点位,敲入敲出状态,敲出所需时间（月度）,完成周期,绝对收益率,年化收益率,得到高票息,敲出,PE_TTM
2021-06-18,3454.59,2023-06-19,2560.53,2021-07-26,3228.37,1900-01-01,0.0,敲入，不敲出,,1,-0.25880350490217363,-0.12940175245108682,0,0,12.4053
2021-06-21,3431.25,2023-06-21,2519.08,2021-07-26,3228.37,1900-01-01,0.0,敲入，不敲出,,1,-0.2658418943533698,-0.1329209471766849,0,0,12.3219
2021-06-22,3464.71,2023-06-26,2488.74,2021-07-26,3228.37,1900-01-01,0.0,敲入，不敲出,,1,-0.2816887993511723,-0.14084439967558615,0,0,12.4484
2021-06-23,3471.34,2023-06-26,2488.74,2021-07-26,3228.37,1900-01-01,0.0,敲入，不敲出,,1,-0.28306072006775496,-0.14153036003387748,0,0,12.4466
2021-06-24,3483.91,2023-06-26,2488.74,2021-07-26,3228.37,1900-01-01,0.0,敲入，不敲出,,1,-0.2856474478387788,-0.1428237239193894,0,0,12.4972
2021-06-25,3535.02,2023-06-26,2488.74,2021-07-14,3339.38,1900-01-01,0.0,敲入，不敲出,,1,-0.29597569462124684,-0.14798784731062342,0,0,12.6686
2021-06-28,3520.74,2023-06-28,2510.72,2021-07-14,3339.38,1900-01-01,0.0,敲入，不敲出,,1,-0.28687719059061445,-0.14343859529530723,0,0,12.5911
2021-06-29,3482.73,2023-06-29,2490.9,2021-07-26,3228.37,1900-01-01,0.0,敲入，不敲出,,1,-0.2847852116012438,-0.1423926058006219,0,0,12.4464
2021-06-30,3498.65,2023-06-30,2492.1,2021-07-26,3228.37,1900-01-01,0.0,敲入，不敲出,,1,-0.28769668300630247,-0.14384834150315123,0,0,11.6684
2021-07-01,3535.25,2023-07-03,2534.47,2021-07-14,3339.38,1900-01-01,0.0,敲入，不敲出,,1,-0.28308606180609586,-0.14154303090304793,0,0,11.7523
2021-07-02,3408.24,2023-07-03,2534.47,2021-07-26,3228.37,1900-01-01,0.0,敲入，不敲出,,1,-0.2563698565828698,-0.1281849282914349,0,0,11.397
2021-07-05,3404.79,2023-07-05,2520.18,2021-07-26,3228.37,1900-01-01,0.0,敲入，不敲出,,1,-0.25981338056091574,-0.12990669028045787,0,0,11.3982
2021-07-06,3405.28,2023-07-06,2501.32,2021-07-26,3228.37,1900-01-01,0.0,敲入，不敲出,,1,-0.2654583470375417,-0.13272917351877084,0,0,11.386
2021-07-07,3424.39,2023-07-07,2489.54,2021-07-26,3228.37,1900-01-01,0.0,敲入，不敲出,,1,-0.27299752656677534,-0.13649876328338767,0,0,11.3993
2021-07-08,3373.26,2023-07-10,2503.28,2021-07-27,3126.38,1900-01-01,0.0,敲入，不敲出,,1,-0.2579048161126032,-0.1289524080563016,0,0,11.2353
2021-07-09,3361.59,2023-07-10,2503.28,2021-07-27,3126.38,1900-01-01,0.0,敲入，不敲出,,1,-0.2553285796304725,-0.12766428981523625,0,0,11.1924
2021-07-12,3384.51,2023-07-12,2513.42,2021-07-27,3126.38,1900-01-01,0.0,敲入，不敲出,,1,-0.2573755137375868,-0.1286877568687934,0,0,11.2028
2021-07-13,3391.74,2023-07-13,2546.38,2021-07-27,3126.38,1900-01-01,0.0,敲入，不敲出,,1,-0.2492408026558639,-0.12462040132793195,0,0,11.2453
2021-07-14,3339.38,2023-07-14,2547.94,2021-07-27,3126.38,1900-01-01,0.0,敲入，不敲出,,1,-0.23700207823009067,-0.11850103911504534,0,0,11.0841
2021-07-15,3411.29,2023-07-17,2520.79,2021-07-26,3228.37,1900-01-01,0.0,敲入，不敲出,,1,-0.26104494194278416,-0.13052247097139208,0,0,11.2668
2021-07-16,3369.9,2023-07-17,2520.79,2021-07-27,3126.38,1900-01-01,0.0,敲入，不敲出,,1,-0.2519689011543369,-0.12598445057716845,0,0,11.1606
2021-07-19,3385.37,2023-07-19,2517.11,2021-07-27,3126.38,1900-01-01,0.0,敲入，不敲出,,1,-0.2564741815517949,-0.12823709077589746,0,0,11.1872
2021-07-20,3378.63,2023-07-20,2523.47,2021-07-27,3126.38,1900-01-01,0.0,敲入，不敲出,,1,-0.2531085084782886,-0.1265542542391443,0,0,11.1526
2021-07-21,3388.52,2023-07-14,2547.94,2021-07-27,3126.38,1900-01-01,0.0,敲入，不敲出,,0,-0.2480670027032451,-0.12403350135162255,0,0,11.1541
2021-07-22,3392.72,2023-07-14,2547.94,2021-07-27,3126.38,1900-01-01,0.0,敲入，不敲出,,0,-0.24899785422905507,-0.12449892711452754,0,0,11.1936
2021-07-23,3357.45,2023-07-14,2547.94,2021-07-27,3126.38,1900-01-01,0.0,敲入，不敲出,,0,-0.24110857942783948,-0.12055428971391974,0,0,11.1061
2021-07-26,3228.37,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.21076580441523118,-0.10538290220761559,0,0,10.7217
2021-07-27,3126.38,2023-07-14,2547.94,2022-03-08,2933.16,2021-10-27,3247.1,不敲入，敲出,3.0,0,0.00125,0.005,1,1,10.4475
2021-07-28,3154.64,2023-07-14,2547.94,2022-03-07,2974.68,2021-12-28,3303.4,不敲入，敲出,5.0,0,0.0020833333333333333,0.004999999999999999,1,1,10.4996
2021-07-29,3182.8,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.19946587910016345,-0.09973293955008172,0,0,10.5421
2021-07-30,3132.82,2023-07-14,2547.94,2022-03-07,2974.68,2021-11-01,3250.92,不敲入，敲出,3.0,0,0.00125,0.005,1,1,10.4044
2021-08-02,3211.14,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.20653101390783335,-0.10326550695391667,0,0,10.6328
2021-08-03,3223.83,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.20965435522344533,-0.10482717761172267,0,0,10.6522
2021-08-04,3233.1,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.21192044786737185,-0.10596022393368593,0,0,10.6518
2021-08-05,3227.36,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.21051881413911067,-0.10525940706955533,0,0,10.6191
2021-08-06,3195.7,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.2026973745971148,-0.1013486872985574,0,0,10.5383
2021-08-09,3235.21,2023-07-14,2547.94,2021-08-20,3072.75,2021-12-09,3360.18,敲入，敲出,4.0,0,0.0016666666666666668,0.005,1,1,10.6693
2021-08-10,3288.65,2023-07-14,2547.94,2021-08-20,3072.75,1900-01-01,0.0,敲入，不敲出,,0,-0.22523223815243343,-0.11261611907621671,0,0,10.8281
2021-08-11,3262.58,2023-07-14,2547.94,2021-08-20,3072.75,2021-12-13,3366.07,敲入，敲出,4.0,0,0.0016666666666666668,0.005,1,1,10.786
2021-08-12,3226.11,2023-07-14,2547.94,2022-01-28,3054.02,2021-12-13,3366.07,不敲入，敲出,4.0,0,0.0016666666666666668,0.005,1,1,10.6772
2021-08-13,3217.84,2023-07-14,2547.94,2022-01-28,3054.02,2021-12-13,3366.07,不敲入，敲出,4.0,0,0.0016666666666666668,0.005,1,1,10.6523
2021-08-16,3222.62,2023-07-14,2547.94,2022-01-28,3054.02,2021-12-16,3330.86,不敲入，敲出,4.0,0,0.0016666666666666668,0.005,1,1,10.6868
2021-08-17,3149.88,2023-07-14,2547.94,2022-03-07,2974.68,2021-12-17,3278.9,不敲入，敲出,4.0,0,0.0016666666666666668,0.005,1,1,10.4883
2021-08-18,3190.55,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.20141041513218727,-0.10070520756609364,0,0,10.649
2021-08-19,3144.37,2023-07-14,2547.94,2022-03-07,2974.68,2021-12-20,3255.35,不敲入，敲出,4.0,0,0.0016666666666666668,0.005,1,1,10.483
2021-08-20,3072.75,2023-07-14,2547.94,2022-03-09,2907.18,2021-11-22,3212.15,不敲入，敲出,3.0,0,0.00125,0.005,1,1,10.3079
2021-08-23,3099.89,2023-07-14,2547.94,2022-03-08,2933.16,2021-11-23,3224.15,不敲入，敲出,3.0,0,0.00125,0.005,1,1,10.372
2021-08-24,3147.77,2023-07-14,2547.94,2022-03-07,2974.68,2021-12-24,3290.24,不敲入，敲出,4.0,0,0.0016666666666666668,0.005,1,1,10.5028
2021-08-25,3159.8,2023-07-14,2547.94,2022-03-07,2974.68,2021-12-27,3278.44,不敲入，敲出,4.0,0,0.0016666666666666668,0.005,1,1,10.5342
2021-08-26,3088.83,2023-07-14,2547.94,2022-03-08,2933.16,2021-11-26,3187.36,不敲入，敲出,3.0,0,0.00125,0.005,1,1,10.3501
2021-08-27,3123.05,2023-07-14,2547.94,2022-03-08,2933.16,2021-12-27,3278.44,不敲入，敲出,4.0,0,0.0016666666666666668,0.005,1,1,10.4393
2021-08-30,3112.7,2023-07-14,2547.94,2022-03-08,2933.16,2021-12-30,3261.79,不敲入，敲出,4.0,0,0.0016666666666666668,0.005,1,1,10.4044
2021-08-31,3097.06,2023-07-14,2547.94,2022-03-08,2933.16,2021-12-31,3274.32,不敲入，敲出,4.0,0,0.0016666666666666668,0.005,1,1,10.413
2021-09-01,3165.04,2023-07-14,2547.94,2022-03-07,2974.68,2022-01-04,3264.07,不敲入，敲出,4.0,0,0.0016666666666666668,0.005,1,1,10.6355
2021-09-02,3167.1,2023-07-14,2547.94,2022-03-07,2974.68,2022-01-04,3264.07,不敲入，敲出,4.0,0,0.0016666666666666668,0.005,1,1,10.6447
2021-09-03,3175.88,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.19772157638197918,-0.09886078819098959,0,0,10.6992
2021-09-06,3211.2,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.2065458395615346,-0.1032729197807673,0,0,10.8007
2021-09-07,3248.05,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.21554779021258907,-0.10777389510629454,0,0,10.9256
2021-09-08,3213.26,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.2070545178416935,-0.10352725892084674,0,0,10.8583
2021-09-09,3204.28,2023-07-14,2547.94,2022-03-07,2974.68,2021-12-09,3360.18,不敲入，敲出,3.0,0,0.00125,0.005,1,1,10.8671
2021-09-10,3252.32,2023-07-14,2547.94,2022-01-28,3054.02,2021-12-10,3353.63,不敲入，敲出,3.0,0,0.00125,0.005,1,1,10.9748
2021-09-13,3242.04,2023-07-14,2547.94,2022-01-28,3054.02,2021-12-13,3366.07,不敲入，敲出,3.0,0,0.00125,0.005,1,1,11.009
2021-09-14,3188.26,2023-07-14,2547.94,2022-03-07,2974.68,2021-12-14,3350.5,不敲入，敲出,3.0,0,0.00125,0.005,1,1,10.8426
2021-09-15,3146.63,2023-07-14,2547.94,2022-03-07,2974.68,2021-12-15,3318.98,不敲入，敲出,3.0,0,0.00125,0.005,1,1,10.7502
2021-09-16,3128.59,2023-07-14,2547.94,2022-03-08,2933.16,2021-12-16,3330.86,不敲入，敲出,3.0,0,0.00125,0.005,1,1,10.7036
2021-09-17,3161.92,2023-07-14,2547.94,2022-03-07,2974.68,2021-12-17,3278.9,不敲入，敲出,3.0,0,0.00125,0.005,1,1,10.754
2021-09-22,3122.34,2023-07-14,2547.94,2022-03-08,2933.16,2021-12-22,3260.57,不敲入，敲出,3.0,0,0.00125,0.005,1,1,10.6825
2021-09-23,3127.82,2023-07-14,2547.94,2022-03-08,2933.16,2021-12-23,3287.19,不敲入，敲出,3.0,0,0.00125,0.005,1,1,10.6939
2021-09-24,3145.11,2023-07-14,2547.94,2022-03-07,2974.68,2021-12-24,3290.24,不敲入，敲出,3.0,0,0.00125,0.005,1,1,10.7047
2021-09-27,3199.97,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.20376128526204929,-0.10188064263102464,0,0,10.8721
2021-09-28,3211.15,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.20653348488859136,-0.10326674244429568,0,0,10.9587
2021-09-29,3199.23,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.20357711074227236,-0.10178855537113618,0,0,10.8789
2021-09-30,3196.99,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.2030190898313725,-0.10150954491568626,0,0,11.0139
2021-10-08,3256.26,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.2175256275604528,-0.1087628137802264,0,0,11.2203
2021-10-11,3276.41,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.22233786369837716,-0.11116893184918858,0,0,11.2875
2021-10-12,3259.38,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.21827464118942863,-0.10913732059471432,0,0,11.2202
2021-10-13,3292.76,2023-07-14,2547.94,2022-01-27,3119.24,1900-01-01,0.0,敲入，不敲出,,0,-0.22619929785347248,-0.11309964892673624,0,0,11.2433
2021-10-14,3270.69,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.22097783648098723,-0.11048891824049362,0,0,11.1787
2021-10-15,3294.83,2023-07-14,2547.94,2022-01-27,3119.24,1900-01-01,0.0,敲入，不敲出,,0,-0.2266854435585447,-0.11334272177927235,0,0,11.2784
2021-10-18,3229.63,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.21107371432640887,-0.10553685716320443,0,0,11.1147
2021-10-19,3256.67,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.21762413753926557,-0.10881206876963279,0,0,11.1978
2021-10-20,3255.0,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.21722273425499228,-0.10861136712749614,0,0,11.1578
2021-10-21,3278.54,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.2228430947921941,-0.11142154739609705,0,0,11.2623
2021-10-22,3318.13,2023-07-14,2547.94,2022-01-14,3139.05,1900-01-01,0.0,敲入，不敲出,,0,-0.2321156796147228,-0.1160578398073614,0,0,11.3263
2021-10-25,3312.3,2023-07-14,2547.94,2022-01-14,3139.05,1900-01-01,0.0,敲入，不敲出,,0,-0.2307641216073424,-0.1153820608036712,0,0,11.3303
2021-10-26,3290.04,2023-07-14,2547.94,2022-01-27,3119.24,1900-01-01,0.0,敲入，不敲出,,0,-0.22555956766483076,-0.11277978383241538,0,0,11.2477
2021-10-27,3247.1,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.21531828400726793,-0.10765914200363397,0,0,11.1048
2021-10-28,3239.61,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.21350409462867448,-0.10675204731433724,0,0,11.023
2021-10-29,3267.25,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.22015762491391844,-0.11007881245695922,0,0,11.0445
2021-11-01,3250.92,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.2162403258154615,-0.10812016290773074,0,0,10.9976
2021-11-02,3212.03,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.20675087094454292,-0.10337543547227146,0,0,10.8603
2021-11-03,3181.45,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.199126184601361,-0.0995630923006805,0,0,10.7885
2021-11-04,3207.26,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.20557111054295574,-0.10278555527147787,0,0,10.843
2021-11-05,3201.55,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.20415423779107,-0.102077118895535,0,0,10.809
2021-11-08,3196.27,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.2028395598619641,-0.10141977993098206,0,0,10.8054
2021-11-09,3186.96,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.20051083163892858,-0.10025541581946429,0,0,10.7633
2021-11-10,3170.4,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.19633484733787532,-0.09816742366893766,0,0,10.7006
2021-11-11,3233.37,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.21198625582596486,-0.10599312791298243,0,0,10.8834
2021-11-12,3220.55,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.208849420130102,-0.104424710065051,0,0,10.8467
2021-11-15,3221.69,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.20912936998904297,-0.10456468499452148,0,0,10.8606
2021-11-16,3222.17,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.20924718435091882,-0.10462359217545941,0,0,10.8609
2021-11-17,3208.78,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.2059474317341794,-0.1029737158670897,0,0,10.8306
2021-11-18,3173.38,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.1970895385992223,-0.09854476929961115,0,0,10.7349
2021-11-19,3212.91,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.2069681379185847,-0.10348406895929235,0,0,10.8684
2021-11-22,3212.15,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.20678050526905656,-0.10339025263452828,0,0,10.8583
2021-11-23,3224.15,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.20973279779166598,-0.10486639889583299,0,0,10.8903
2021-11-24,3231.84,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.2116131986732016,-0.1058065993366008,0,0,10.937
2021-11-25,3218.05,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.20823480057798982,-0.10411740028899491,0,0,10.8847
2021-11-26,3187.36,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.2006111640981879,-0.10030558204909396,0,0,10.7765
2021-11-29,3187.05,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.20053340863808222,-0.10026670431904111,0,0,10.7588
2021-11-30,3165.35,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.19505267979844243,-0.09752633989922121,0,0,10.7104
2021-12-01,3180.42,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.19886681633243408,-0.09943340816621704,0,0,10.7876
2021-12-02,3190.87,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.20149050259020262,-0.10074525129510131,0,0,10.8265
2021-12-03,3221.42,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.20906308398159823,-0.10453154199079912,0,0,10.9232
2021-12-06,3228.14,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.21070957269511226,-0.10535478634755613,0,0,10.937
2021-12-07,3254.5,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.2171024734982332,-0.1085512367491166,0,0,11.0181
2021-12-08,3304.71,2023-07-14,2547.94,2022-01-14,3139.05,1900-01-01,0.0,敲入，不敲出,,0,-0.22899740067963603,-0.11449870033981802,0,0,11.148
2021-12-09,3360.18,2023-07-14,2547.94,2022-01-13,3184.11,1900-01-01,0.0,敲入，不敲出,,0,-0.24172514567671965,-0.12086257283835983,0,0,11.3251
2021-12-10,3353.63,2023-07-14,2547.94,2022-01-13,3184.11,1900-01-01,0.0,敲入，不敲出,,0,-0.2402441533502503,-0.12012207667512514,0,0,11.2885
2021-12-13,3366.07,2023-07-14,2547.94,2022-01-13,3184.11,1900-01-01,0.0,敲入，不敲出,,0,-0.24305198644116133,-0.12152599322058066,0,0,11.667
2021-12-14,3350.5,2023-07-14,2547.94,2022-01-14,3139.05,1900-01-01,0.0,敲入，不敲出,,0,-0.239534397851067,-0.1197671989255335,0,0,11.5956
2021-12-15,3318.98,2023-07-14,2547.94,2022-01-14,3139.05,1900-01-01,0.0,敲入，不敲出,,0,-0.23231233692278952,-0.11615616846139476,0,0,11.5109
2021-12-16,3330.86,2023-07-14,2547.94,2022-01-14,3139.05,1900-01-01,0.0,敲入，不敲出,,0,-0.23505040740229255,-0.11752520370114627,0,0,11.572
2021-12-17,3278.9,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.22292842111683797,-0.11146421055841899,0,0,11.4213
2021-12-20,3255.35,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.21730689480393806,-0.10865344740196903,0,0,11.3577
2021-12-21,3273.03,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.22153478581009034,-0.11076739290504517,0,0,11.4181
2021-12-22,3260.57,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.21855994504028442,-0.10927997252014221,0,0,11.3746
2021-12-23,3287.19,2023-07-14,2547.94,2022-01-27,3119.24,1900-01-01,0.0,敲入，不敲出,,0,-0.2248881263328253,-0.11244406316641264,0,0,11.4725
2021-12-24,3290.24,2023-07-14,2547.94,2022-01-27,3119.24,1900-01-01,0.0,敲入，不敲出,,0,-0.22560664267652197,-0.11280332133826099,0,0,11.4604
2021-12-27,3278.44,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.22281938970974002,-0.11140969485487001,0,0,11.4387
2021-12-28,3303.4,2023-07-14,2547.94,2022-01-27,3119.24,1900-01-01,0.0,敲入，不敲出,,0,-0.22869165102621547,-0.11434582551310774,0,0,11.4991
2021-12-29,3240.85,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.2138050202878874,-0.1069025101439437,0,0,11.3141
2021-12-30,3261.79,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.21885222531186865,-0.10942611265593433,0,0,11.3589
2021-12-31,3274.32,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.22184148159007067,-0.11092074079503533,0,0,11.1744
2022-01-04,3264.07,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.21939786830552044,-0.10969893415276022,0,0,11.1732
2022-01-05,3254.28,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.21704954705802826,-0.10852477352901413,0,0,11.1583
2022-01-06,3210.39,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.20634564647908815,-0.10317282323954408,0,0,11.0323
2022-01-07,3223.27,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.20951704325110831,-0.10475852162555416,0,0,11.1093
2022-01-10,3236.12,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.2126558965674944,-0.1063279482837472,0,0,11.1441
2022-01-11,3214.53,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.2073677956030897,-0.10368389780154486,0,0,11.0733
2022-01-12,3236.31,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.2127021206250328,-0.1063510603125164,0,0,11.1386
2022-01-13,3184.11,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.19979523320488302,-0.09989761660244151,0,0,11.0196
2022-01-14,3139.05,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.18830856469313972,-0.09415428234656986,0,0,10.8438
2022-01-17,3147.7,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.19053912380468274,-0.09526956190234137,0,0,10.8519
2022-01-18,3187.52,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.20065129003112137,-0.10032564501556068,0,0,11.0007
2022-01-19,3187.19,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.20056852588016405,-0.10028426294008203,0,0,11.0017
2022-01-20,3233.7,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.21206667285153225,-0.10603333642576612,0,0,11.1411
2022-01-21,3218.74,2023-07-14,2547.94,2022-01-28,3054.02,1900-01-01,0.0,敲入，不敲出,,0,-0.20840453096553302,-0.10420226548276651,0,0,11.0745
2022-01-24,3209.74,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.2061849246356402,-0.1030924623178201,0,0,11.0447
2022-01-25,3144.95,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.1898313168730822,-0.0949156584365411,0,0,10.8337
2022-01-26,3163.67,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.19462522955934092,-0.09731261477967046,0,0,10.9018
2022-01-27,3119.24,2023-07-14,2547.94,2022-03-08,2933.16,1900-01-01,0.0,敲入，不敲出,,0,-0.183153588694682,-0.091576794347341,0,0,10.7737
2022-01-28,3054.02,2023-07-14,2547.94,2022-03-14,2851.88,1900-01-01,0.0,敲入，不敲出,,0,-0.16570945835325246,-0.08285472917662623,0,0,10.5744
2022-02-07,3114.26,2023-07-14,2547.94,2022-03-08,2933.16,1900-01-01,0.0,敲入，不敲出,,0,-0.18184737305170418,-0.09092368652585209,0,0,10.8074
2022-02-08,3116.5,2023-07-14,2547.94,2022-03-08,2933.16,1900-01-01,0.0,敲入，不敲出,,0,-0.18243542435424354,-0.09121771217712177,0,0,10.8762
2022-02-09,3139.56,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.18844041840257864,-0.09422020920128932,0,0,10.9359
2022-02-10,3145.11,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.18987253228027,-0.094936266140135,0,0,10.9799
2022-02-11,3142.91,2023-07-14,2547.94,2022-03-07,2974.68,1900-01-01,0.0,敲入，不敲出,,0,-0.18930545259011544,-0.09465272629505772,0,0,11.0391
2022-02-14,3104.0,2023-07-14,2547.94,2022-03-08,2933.16,1900-01-01,0.0,敲入，不敲出,,0,-0.17914304123711333,-0.08957152061855667,0,0,10.9027
