代码,简称,日期,涨跌幅(%),
881001.WI,万得全A,2019-06-10,1.2015,
881001.WI,万得全A,2019-06-11,3.3444,
881001.WI,万得全A,2019-06-12,-0.6103,
881001.WI,万得全A,2019-06-13,0.2216,
881001.WI,万得全A,2019-06-14,-1.3556,
881001.WI,万得全A,2019-06-17,0.0029,
881001.WI,万得全A,2019-06-18,0.1554,
881001.WI,万得全A,2019-06-19,1.4183,
881001.WI,万得全A,2019-06-20,2.3839,
881001.WI,万得全A,2019-06-21,0.8412,
881001.WI,万得全A,2019-06-24,0.0851,
881001.WI,万得全A,2019-06-25,-1.0094,
881001.WI,万得全A,2019-06-26,-0.1039,
881001.WI,万得全A,2019-06-27,0.9587,
881001.WI,万得全A,2019-06-28,-0.6609,
881001.WI,万得全A,2019-07-01,2.8799,
881001.WI,万得全A,2019-07-02,-0.0059,
881001.WI,万得全A,2019-07-03,-0.9802,
881001.WI,万得全A,2019-07-04,-0.4293,
881001.WI,万得全A,2019-07-05,0.4891,
881001.WI,万得全A,2019-07-08,-2.7703,
881001.WI,万得全A,2019-07-09,0.0502,
881001.WI,万得全A,2019-07-10,-0.3995,
881001.WI,万得全A,2019-07-11,0.0404,
881001.WI,万得全A,2019-07-12,0.5615,
881001.WI,万得全A,2019-07-15,0.7162,
881001.WI,万得全A,2019-07-16,-0.1339,
881001.WI,万得全A,2019-07-17,-0.0221,
881001.WI,万得全A,2019-07-18,-1.2838,
881001.WI,万得全A,2019-07-19,0.8528,
881001.WI,万得全A,2019-07-22,-1.5594,
881001.WI,万得全A,2019-07-23,0.6645,
881001.WI,万得全A,2019-07-24,0.9604,
881001.WI,万得全A,2019-07-25,0.6051,
881001.WI,万得全A,2019-07-26,0.1731,
881001.WI,万得全A,2019-07-29,-0.0718,
881001.WI,万得全A,2019-07-30,0.4292,
881001.WI,万得全A,2019-07-31,-0.7502,
881001.WI,万得全A,2019-08-01,-0.6696,
881001.WI,万得全A,2019-08-02,-1.4178,
881001.WI,万得全A,2019-08-05,-1.5335,
881001.WI,万得全A,2019-08-06,-1.7334,
881001.WI,万得全A,2019-08-07,-0.3657,
881001.WI,万得全A,2019-08-08,1.0267,
881001.WI,万得全A,2019-08-09,-1.0462,
881001.WI,万得全A,2019-08-12,1.7495,
881001.WI,万得全A,2019-08-13,-0.7057,
881001.WI,万得全A,2019-08-14,0.5051,
881001.WI,万得全A,2019-08-15,0.4143,
881001.WI,万得全A,2019-08-16,0.4585,
881001.WI,万得全A,2019-08-19,2.5952,
881001.WI,万得全A,2019-08-20,0.0076,
881001.WI,万得全A,2019-08-21,-0.052,
881001.WI,万得全A,2019-08-22,0.2929,
881001.WI,万得全A,2019-08-23,0.3111,
881001.WI,万得全A,2019-08-26,-1.0734,
881001.WI,万得全A,2019-08-27,1.5316,
881001.WI,万得全A,2019-08-28,-0.2758,
881001.WI,万得全A,2019-08-29,-0.1801,
881001.WI,万得全A,2019-08-30,-0.459,
881001.WI,万得全A,2019-09-02,1.8018,
881001.WI,万得全A,2019-09-03,0.4205,
881001.WI,万得全A,2019-09-04,0.8569,
881001.WI,万得全A,2019-09-05,0.9543,
881001.WI,万得全A,2019-09-06,0.4601,
881001.WI,万得全A,2019-09-09,1.3753,
881001.WI,万得全A,2019-09-10,-0.1603,
881001.WI,万得全A,2019-09-11,-0.6719,
881001.WI,万得全A,2019-09-12,0.7938,
881001.WI,万得全A,2019-09-16,-0.0159,
881001.WI,万得全A,2019-09-17,-1.9297,
881001.WI,万得全A,2019-09-18,0.2672,
881001.WI,万得全A,2019-09-19,0.7075,
881001.WI,万得全A,2019-09-20,0.2069,
881001.WI,万得全A,2019-09-23,-0.9901,
881001.WI,万得全A,2019-09-24,0.302,
881001.WI,万得全A,2019-09-25,-1.2667,
881001.WI,万得全A,2019-09-26,-1.7052,
881001.WI,万得全A,2019-09-27,0.5321,
881001.WI,万得全A,2019-09-30,-1.0737,
881001.WI,万得全A,2019-10-08,0.3278,
881001.WI,万得全A,2019-10-09,0.5148,
881001.WI,万得全A,2019-10-10,1.0784,
881001.WI,万得全A,2019-10-11,0.617,
881001.WI,万得全A,2019-10-14,1.2899,
881001.WI,万得全A,2019-10-15,-0.8344,
881001.WI,万得全A,2019-10-16,-0.438,
881001.WI,万得全A,2019-10-17,-0.0294,
881001.WI,万得全A,2019-10-18,-1.3393,
881001.WI,万得全A,2019-10-21,-0.065,
881001.WI,万得全A,2019-10-22,0.7322,
881001.WI,万得全A,2019-10-23,-0.6503,
881001.WI,万得全A,2019-10-24,-0.0682,
881001.WI,万得全A,2019-10-25,0.6656,
881001.WI,万得全A,2019-10-28,1.2696,
881001.WI,万得全A,2019-10-29,-0.8849,
881001.WI,万得全A,2019-10-30,-0.7801,
881001.WI,万得全A,2019-10-31,-0.538,
881001.WI,万得全A,2019-11-01,1.3406,
881001.WI,万得全A,2019-11-04,0.6016,
881001.WI,万得全A,2019-11-05,0.5134,
881001.WI,万得全A,2019-11-06,-0.6627,
881001.WI,万得全A,2019-11-07,0.383,
881001.WI,万得全A,2019-11-08,-0.3983,
881001.WI,万得全A,2019-11-11,-2.0704,
881001.WI,万得全A,2019-11-12,0.1037,
881001.WI,万得全A,2019-11-13,-0.1409,
881001.WI,万得全A,2019-11-14,0.3985,
881001.WI,万得全A,2019-11-15,-0.8851,
881001.WI,万得全A,2019-11-18,0.729,
881001.WI,万得全A,2019-11-19,1.3401,
881001.WI,万得全A,2019-11-20,-0.8104,
881001.WI,万得全A,2019-11-21,-0.2884,
881001.WI,万得全A,2019-11-22,-1.0011,
881001.WI,万得全A,2019-11-25,0.2279,
881001.WI,万得全A,2019-11-26,0.1045,
881001.WI,万得全A,2019-11-27,-0.1753,
881001.WI,万得全A,2019-11-28,-0.3128,
881001.WI,万得全A,2019-11-29,-0.4507,
881001.WI,万得全A,2019-12-02,0.1892,
881001.WI,万得全A,2019-12-03,0.4634,
881001.WI,万得全A,2019-12-04,0.0086,
881001.WI,万得全A,2019-12-05,0.9134,
881001.WI,万得全A,2019-12-06,0.6416,
881001.WI,万得全A,2019-12-09,0.0762,
881001.WI,万得全A,2019-12-10,0.3193,
881001.WI,万得全A,2019-12-11,-0.1125,
881001.WI,万得全A,2019-12-12,-0.2198,
881001.WI,万得全A,2019-12-13,1.6342,
881001.WI,万得全A,2019-12-16,1.0504,
881001.WI,万得全A,2019-12-17,1.3184,
881001.WI,万得全A,2019-12-18,-0.0768,
881001.WI,万得全A,2019-12-19,0.1005,
881001.WI,万得全A,2019-12-20,-0.5991,
881001.WI,万得全A,2019-12-23,-1.639,
881001.WI,万得全A,2019-12-24,1.1206,
881001.WI,万得全A,2019-12-25,0.1807,
881001.WI,万得全A,2019-12-26,0.8208,
881001.WI,万得全A,2019-12-27,-0.4168,
881001.WI,万得全A,2019-12-30,1.1203,
881001.WI,万得全A,2019-12-31,0.4508,
881001.WI,万得全A,2020-01-02,1.5869,
881001.WI,万得全A,2020-01-03,0.1044,
881001.WI,万得全A,2020-01-06,0.1917,
881001.WI,万得全A,2020-01-07,1.0256,
881001.WI,万得全A,2020-01-08,-1.2341,
881001.WI,万得全A,2020-01-09,1.3984,
881001.WI,万得全A,2020-01-10,-0.1448,
881001.WI,万得全A,2020-01-13,1.102,
881001.WI,万得全A,2020-01-14,-0.2634,
881001.WI,万得全A,2020-01-15,-0.3975,
881001.WI,万得全A,2020-01-16,-0.2909,
881001.WI,万得全A,2020-01-17,-0.0427,
881001.WI,万得全A,2020-01-20,0.9991,
881001.WI,万得全A,2020-01-21,-1.3937,
881001.WI,万得全A,2020-01-22,0.4908,
881001.WI,万得全A,2020-01-23,-3.2711,
881001.WI,万得全A,2020-02-03,-8.1583,
881001.WI,万得全A,2020-02-04,1.7359,
881001.WI,万得全A,2020-02-05,1.8856,
881001.WI,万得全A,2020-02-06,2.3759,
881001.WI,万得全A,2020-02-07,0.4954,
881001.WI,万得全A,2020-02-10,0.8443,
881001.WI,万得全A,2020-02-11,0.1747,
881001.WI,万得全A,2020-02-12,1.3401,
881001.WI,万得全A,2020-02-13,-0.736,
881001.WI,万得全A,2020-02-14,0.4437,
881001.WI,万得全A,2020-02-17,2.7743,
881001.WI,万得全A,2020-02-18,0.5766,
881001.WI,万得全A,2020-02-19,-0.4929,
881001.WI,万得全A,2020-02-20,2.0691,
881001.WI,万得全A,2020-02-21,0.713,
881001.WI,万得全A,2020-02-24,0.5766,
881001.WI,万得全A,2020-02-25,0.0742,
881001.WI,万得全A,2020-02-26,-1.848,
881001.WI,万得全A,2020-02-27,0.1913,
881001.WI,万得全A,2020-02-28,-4.4478,
881001.WI,万得全A,2020-03-02,3.5995,
881001.WI,万得全A,2020-03-03,0.9004,
881001.WI,万得全A,2020-03-04,0.5218,
881001.WI,万得全A,2020-03-05,1.9041,
881001.WI,万得全A,2020-03-06,-1.0328,
881001.WI,万得全A,2020-03-09,-3.5743,
881001.WI,万得全A,2020-03-10,2.2595,
881001.WI,万得全A,2020-03-11,-1.3109,
881001.WI,万得全A,2020-03-12,-1.8838,
881001.WI,万得全A,2020-03-13,-1.1307,
881001.WI,万得全A,2020-03-16,-4.3535,
881001.WI,万得全A,2020-03-17,-0.2889,
881001.WI,万得全A,2020-03-18,-1.8225,
881001.WI,万得全A,2020-03-19,-0.314,
881001.WI,万得全A,2020-03-20,1.4743,
881001.WI,万得全A,2020-03-23,-3.8053,
881001.WI,万得全A,2020-03-24,2.2871,
881001.WI,万得全A,2020-03-25,2.5581,
881001.WI,万得全A,2020-03-26,-0.7678,
881001.WI,万得全A,2020-03-27,-0.1349,
881001.WI,万得全A,2020-03-30,-1.582,
881001.WI,万得全A,2020-03-31,0.2333,
881001.WI,万得全A,2020-04-01,-0.3877,
881001.WI,万得全A,2020-04-02,2.007,
881001.WI,万得全A,2020-04-03,-0.587,
881001.WI,万得全A,2020-04-07,2.7136,
881001.WI,万得全A,2020-04-08,-0.1174,
881001.WI,万得全A,2020-04-09,0.6341,
881001.WI,万得全A,2020-04-10,-1.5181,
881001.WI,万得全A,2020-04-13,-0.6744,
881001.WI,万得全A,2020-04-14,2.0044,
881001.WI,万得全A,2020-04-15,-0.6061,
881001.WI,万得全A,2020-04-16,0.3967,
881001.WI,万得全A,2020-04-17,0.5285,
881001.WI,万得全A,2020-04-20,0.7993,
881001.WI,万得全A,2020-04-21,-0.8786,
881001.WI,万得全A,2020-04-22,0.8587,
881001.WI,万得全A,2020-04-23,-0.3777,
881001.WI,万得全A,2020-04-24,-1.2882,
881001.WI,万得全A,2020-04-27,0.1643,
881001.WI,万得全A,2020-04-28,-0.2938,
881001.WI,万得全A,2020-04-29,0.1564,
881001.WI,万得全A,2020-04-30,1.699,
881001.WI,万得全A,2020-05-06,1.2238,
881001.WI,万得全A,2020-05-07,-0.2196,
881001.WI,万得全A,2020-05-08,1.0982,
881001.WI,万得全A,2020-05-11,-0.1528,
881001.WI,万得全A,2020-05-12,0.1039,
881001.WI,万得全A,2020-05-13,0.4045,
881001.WI,万得全A,2020-05-14,-0.965,
881001.WI,万得全A,2020-05-15,0.0857,
881001.WI,万得全A,2020-05-18,-0.1212,
881001.WI,万得全A,2020-05-19,1.0791,
881001.WI,万得全A,2020-05-20,-0.728,
881001.WI,万得全A,2020-05-21,-0.8403,
881001.WI,万得全A,2020-05-22,-2.0281,
881001.WI,万得全A,2020-05-25,0.0096,
881001.WI,万得全A,2020-05-26,1.6857,
881001.WI,万得全A,2020-05-27,-0.652,
881001.WI,万得全A,2020-05-28,0.0503,
881001.WI,万得全A,2020-05-29,0.6147,
881001.WI,万得全A,2020-06-01,2.809,
881001.WI,万得全A,2020-06-02,0.2706,
881001.WI,万得全A,2020-06-03,0.0265,
881001.WI,万得全A,2020-06-04,0.0862,
881001.WI,万得全A,2020-06-05,0.3023,
881001.WI,万得全A,2020-06-08,0.1353,
881001.WI,万得全A,2020-06-09,0.6242,
881001.WI,万得全A,2020-06-10,-0.0223,
881001.WI,万得全A,2020-06-11,-0.6222,
881001.WI,万得全A,2020-06-12,0.136,
881001.WI,万得全A,2020-06-15,-0.668,
881001.WI,万得全A,2020-06-16,1.675,
881001.WI,万得全A,2020-06-17,0.2627,
881001.WI,万得全A,2020-06-18,0.2626,
881001.WI,万得全A,2020-06-19,1.0744,
881001.WI,万得全A,2020-06-22,0.2116,
881001.WI,万得全A,2020-06-23,0.363,
881001.WI,万得全A,2020-06-24,0.2374,
881001.WI,万得全A,2020-06-29,-0.5587,
881001.WI,万得全A,2020-06-30,1.5483,
881001.WI,万得全A,2020-07-01,1.1862,
881001.WI,万得全A,2020-07-02,1.6796,
881001.WI,万得全A,2020-07-03,1.5561,
881001.WI,万得全A,2020-07-06,4.9015,
881001.WI,万得全A,2020-07-07,1.012,
881001.WI,万得全A,2020-07-08,1.9173,
881001.WI,万得全A,2020-07-09,2.0225,
881001.WI,万得全A,2020-07-10,-1.0463,
881001.WI,万得全A,2020-07-13,2.7563,
881001.WI,万得全A,2020-07-14,-0.9221,
881001.WI,万得全A,2020-07-15,-1.8816,
881001.WI,万得全A,2020-07-16,-4.8404,
881001.WI,万得全A,2020-07-17,0.4591,
881001.WI,万得全A,2020-07-20,3.0448,
881001.WI,万得全A,2020-07-21,0.4054,
881001.WI,万得全A,2020-07-22,0.5959,
881001.WI,万得全A,2020-07-23,-0.0613,
881001.WI,万得全A,2020-07-24,-4.5572,
881001.WI,万得全A,2020-07-27,0.257,
881001.WI,万得全A,2020-07-28,1.009,
881001.WI,万得全A,2020-07-29,2.5898,
881001.WI,万得全A,2020-07-30,-0.3311,
881001.WI,万得全A,2020-07-31,1.1058,
881001.WI,万得全A,2020-08-03,2.2513,
881001.WI,万得全A,2020-08-04,-0.3033,
881001.WI,万得全A,2020-08-05,0.5859,
881001.WI,万得全A,2020-08-06,-0.1532,
881001.WI,万得全A,2020-08-07,-1.2256,
881001.WI,万得全A,2020-08-10,0.3928,
881001.WI,万得全A,2020-08-11,-1.402,
881001.WI,万得全A,2020-08-12,-0.9122,
881001.WI,万得全A,2020-08-13,0.0603,
881001.WI,万得全A,2020-08-14,1.2173,
881001.WI,万得全A,2020-08-17,2.0948,
881001.WI,万得全A,2020-08-18,0.344,
881001.WI,万得全A,2020-08-19,-1.7019,
881001.WI,万得全A,2020-08-20,-1.2347,
881001.WI,万得全A,2020-08-21,0.7794,
881001.WI,万得全A,2020-08-24,0.75,
881001.WI,万得全A,2020-08-25,-0.1557,
881001.WI,万得全A,2020-08-26,-1.6779,
881001.WI,万得全A,2020-08-27,0.8451,
881001.WI,万得全A,2020-08-28,1.8212,
881001.WI,万得全A,2020-08-31,-0.2841,
881001.WI,万得全A,2020-09-01,0.5402,
881001.WI,万得全A,2020-09-02,0.1377,
881001.WI,万得全A,2020-09-03,-0.7208,
881001.WI,万得全A,2020-09-04,-0.5897,
881001.WI,万得全A,2020-09-07,-1.9801,
881001.WI,万得全A,2020-09-08,0.5916,
881001.WI,万得全A,2020-09-09,-2.6288,
881001.WI,万得全A,2020-09-10,-1.4981,
881001.WI,万得全A,2020-09-11,1.2531,
881001.WI,万得全A,2020-09-14,0.9291,
881001.WI,万得全A,2020-09-15,0.6675,
881001.WI,万得全A,2020-09-16,-0.6684,
881001.WI,万得全A,2020-09-17,-0.1162,
881001.WI,万得全A,2020-09-18,1.8256,
881001.WI,万得全A,2020-09-21,-0.6007,
881001.WI,万得全A,2020-09-22,-1.2593,
881001.WI,万得全A,2020-09-23,0.4948,
881001.WI,万得全A,2020-09-24,-2.2258,
881001.WI,万得全A,2020-09-25,-0.1671,
881001.WI,万得全A,2020-09-28,-0.4902,
881001.WI,万得全A,2020-09-29,0.6105,
881001.WI,万得全A,2020-09-30,-0.1132,
881001.WI,万得全A,2020-10-09,2.4889,
881001.WI,万得全A,2020-10-12,3.0496,
881001.WI,万得全A,2020-10-13,0.3422,
881001.WI,万得全A,2020-10-14,-0.6577,
881001.WI,万得全A,2020-10-15,-0.5047,
881001.WI,万得全A,2020-10-16,-0.1868,
881001.WI,万得全A,2020-10-19,-0.7328,
881001.WI,万得全A,2020-10-20,0.8963,
881001.WI,万得全A,2020-10-21,-0.6958,
881001.WI,万得全A,2020-10-22,-0.3948,
881001.WI,万得全A,2020-10-23,-1.4682,
881001.WI,万得全A,2020-10-26,-0.1559,
881001.WI,万得全A,2020-10-27,0.2437,
881001.WI,万得全A,2020-10-28,0.5051,
881001.WI,万得全A,2020-10-29,0.3516,
881001.WI,万得全A,2020-10-30,-1.9112,
881001.WI,万得全A,2020-11-02,0.4677,
881001.WI,万得全A,2020-11-03,1.5071,
881001.WI,万得全A,2020-11-04,0.3082,
881001.WI,万得全A,2020-11-05,1.6036,
881001.WI,万得全A,2020-11-06,-0.4736,
881001.WI,万得全A,2020-11-09,2.1221,
881001.WI,万得全A,2020-11-10,-0.7826,
881001.WI,万得全A,2020-11-11,-1.2751,
881001.WI,万得全A,2020-11-12,0.1747,
881001.WI,万得全A,2020-11-13,-0.5424,
881001.WI,万得全A,2020-11-16,0.9669,
881001.WI,万得全A,2020-11-17,-0.5274,
881001.WI,万得全A,2020-11-18,-0.0081,
881001.WI,万得全A,2020-11-19,0.6045,
881001.WI,万得全A,2020-11-20,0.5013,
881001.WI,万得全A,2020-11-23,0.8804,
881001.WI,万得全A,2020-11-24,-0.3124,
881001.WI,万得全A,2020-11-25,-1.4728,
881001.WI,万得全A,2020-11-26,-0.0989,
881001.WI,万得全A,2020-11-27,0.683,
881001.WI,万得全A,2020-11-30,-0.3319,
881001.WI,万得全A,2020-12-01,1.8193,
881001.WI,万得全A,2020-12-02,0.1168,
881001.WI,万得全A,2020-12-03,-0.1402,
881001.WI,万得全A,2020-12-04,0.2651,
881001.WI,万得全A,2020-12-07,-0.5587,
881001.WI,万得全A,2020-12-08,-0.1123,
881001.WI,万得全A,2020-12-09,-1.5379,
881001.WI,万得全A,2020-12-10,0.0662,
881001.WI,万得全A,2020-12-11,-1.185,
881001.WI,万得全A,2020-12-14,0.9357,
881001.WI,万得全A,2020-12-15,0.1666,
881001.WI,万得全A,2020-12-16,-0.231,
881001.WI,万得全A,2020-12-17,1.1229,
881001.WI,万得全A,2020-12-18,-0.3279,
881001.WI,万得全A,2020-12-21,1.2956,
881001.WI,万得全A,2020-12-22,-1.8245,
881001.WI,万得全A,2020-12-23,0.818,
881001.WI,万得全A,2020-12-24,-0.8492,
881001.WI,万得全A,2020-12-25,0.9081,
881001.WI,万得全A,2020-12-28,-0.0622,
881001.WI,万得全A,2020-12-29,-0.5458,
881001.WI,万得全A,2020-12-30,1.2649,
881001.WI,万得全A,2020-12-31,1.7681,
881001.WI,万得全A,2021-01-04,1.5776,
881001.WI,万得全A,2021-01-05,1.1312,
881001.WI,万得全A,2021-01-06,0.1733,
881001.WI,万得全A,2021-01-07,0.4278,
881001.WI,万得全A,2021-01-08,-0.2565,
881001.WI,万得全A,2021-01-11,-1.3282,
881001.WI,万得全A,2021-01-12,2.1172,
881001.WI,万得全A,2021-01-13,-0.7088,
881001.WI,万得全A,2021-01-14,-1.2094,
881001.WI,万得全A,2021-01-15,0.1422,
881001.WI,万得全A,2021-01-18,1.3362,
881001.WI,万得全A,2021-01-19,-1.0044,
881001.WI,万得全A,2021-01-20,0.8696,
881001.WI,万得全A,2021-01-21,1.3425,
881001.WI,万得全A,2021-01-22,0.0091,
881001.WI,万得全A,2021-01-25,0.2716,
881001.WI,万得全A,2021-01-26,-1.829,
881001.WI,万得全A,2021-01-27,0.2306,
881001.WI,万得全A,2021-01-28,-2.3945,
881001.WI,万得全A,2021-01-29,-0.8643,
881001.WI,万得全A,2021-02-01,0.9303,
881001.WI,万得全A,2021-02-02,1.2293,
881001.WI,万得全A,2021-02-03,-0.6333,
881001.WI,万得全A,2021-02-04,-0.7834,
881001.WI,万得全A,2021-02-05,-0.5409,
881001.WI,万得全A,2021-02-08,1.2459,
881001.WI,万得全A,2021-02-09,2.1571,
881001.WI,万得全A,2021-02-10,1.5779,
881001.WI,万得全A,2021-02-18,0.2199,
881001.WI,万得全A,2021-02-19,0.7549,
881001.WI,万得全A,2021-02-22,-1.8625,
881001.WI,万得全A,2021-02-23,-0.3731,
881001.WI,万得全A,2021-02-24,-1.9289,
881001.WI,万得全A,2021-02-25,0.0512,
881001.WI,万得全A,2021-02-26,-1.9311,
881001.WI,万得全A,2021-03-01,1.8699,
881001.WI,万得全A,2021-03-02,-0.9979,
881001.WI,万得全A,2021-03-03,1.6632,
881001.WI,万得全A,2021-03-04,-2.5382,
881001.WI,万得全A,2021-03-05,-0.0544,
881001.WI,万得全A,2021-03-08,-2.8302,
881001.WI,万得全A,2021-03-09,-2.3695,
881001.WI,万得全A,2021-03-10,0.1008,
881001.WI,万得全A,2021-03-11,2.4329,
881001.WI,万得全A,2021-03-12,0.3096,
881001.WI,万得全A,2021-03-15,-1.5848,
881001.WI,万得全A,2021-03-16,0.879,
881001.WI,万得全A,2021-03-17,0.5087,
881001.WI,万得全A,2021-03-18,0.6506,
881001.WI,万得全A,2021-03-19,-1.8178,
881001.WI,万得全A,2021-03-22,1.2296,
881001.WI,万得全A,2021-03-23,-1.0499,
881001.WI,万得全A,2021-03-24,-1.4347,
881001.WI,万得全A,2021-03-25,-0.0602,
881001.WI,万得全A,2021-03-26,1.9922,
881001.WI,万得全A,2021-03-29,0.1942,
881001.WI,万得全A,2021-03-30,0.5176,
881001.WI,万得全A,2021-03-31,-0.5481,
881001.WI,万得全A,2021-04-01,0.9787,
881001.WI,万得全A,2021-04-02,0.7321,
881001.WI,万得全A,2021-04-06,0.0718,
881001.WI,万得全A,2021-04-07,-0.2819,
881001.WI,万得全A,2021-04-08,-0.0151,
881001.WI,万得全A,2021-04-09,-0.9062,
881001.WI,万得全A,2021-04-12,-1.6442,
881001.WI,万得全A,2021-04-13,-0.2854,
881001.WI,万得全A,2021-04-14,1.0505,
881001.WI,万得全A,2021-04-15,-0.4831,
881001.WI,万得全A,2021-04-16,0.7156,
881001.WI,万得全A,2021-04-19,2.1065,
881001.WI,万得全A,2021-04-20,-0.1473,
881001.WI,万得全A,2021-04-21,0.1074,
881001.WI,万得全A,2021-04-22,0.1403,
881001.WI,万得全A,2021-04-23,0.439,
881001.WI,万得全A,2021-04-26,-0.8369,
881001.WI,万得全A,2021-04-27,-0.005,
881001.WI,万得全A,2021-04-28,0.5878,
881001.WI,万得全A,2021-04-29,0.3984,
881001.WI,万得全A,2021-04-30,-0.4671,
881001.WI,万得全A,2021-05-06,-0.603,
881001.WI,万得全A,2021-05-07,-1.2033,
881001.WI,万得全A,2021-05-10,0.2031,
881001.WI,万得全A,2021-05-11,0.3571,
881001.WI,万得全A,2021-05-12,0.7421,
881001.WI,万得全A,2021-05-13,-0.9197,
881001.WI,万得全A,2021-05-14,1.8488,
881001.WI,万得全A,2021-05-17,0.9125,
881001.WI,万得全A,2021-05-18,0.2056,
881001.WI,万得全A,2021-05-19,-0.1413,
881001.WI,万得全A,2021-05-20,0.0476,
881001.WI,万得全A,2021-05-21,-0.5308,
881001.WI,万得全A,2021-05-24,0.504,
881001.WI,万得全A,2021-05-25,2.1819,
881001.WI,万得全A,2021-05-26,0.1204,
881001.WI,万得全A,2021-05-27,0.6497,
881001.WI,万得全A,2021-05-28,-0.1861,
881001.WI,万得全A,2021-05-31,0.8898,
881001.WI,万得全A,2021-06-01,0.3333,
881001.WI,万得全A,2021-06-02,-0.9757,
881001.WI,万得全A,2021-06-03,-0.4328,
881001.WI,万得全A,2021-06-04,0.5316,
881001.WI,万得全A,2021-06-07,0.2428,
881001.WI,万得全A,2021-06-08,-0.6722,
881001.WI,万得全A,2021-06-09,0.1869,
881001.WI,万得全A,2021-06-10,0.876,
881001.WI,万得全A,2021-06-11,-0.5506,
881001.WI,万得全A,2021-06-15,-0.9534,
881001.WI,万得全A,2021-06-16,-1.765,
881001.WI,万得全A,2021-06-17,0.8972,
881001.WI,万得全A,2021-06-18,0.5839,
881001.WI,万得全A,2021-06-21,0.4436,
881001.WI,万得全A,2021-06-22,0.6119,
881001.WI,万得全A,2021-06-23,0.6614,
881001.WI,万得全A,2021-06-24,-0.2525,
881001.WI,万得全A,2021-06-25,1.1779,
881001.WI,万得全A,2021-06-28,0.4712,
881001.WI,万得全A,2021-06-29,-0.8296,
881001.WI,万得全A,2021-06-30,0.8862,
881001.WI,万得全A,2021-07-01,-0.563,
881001.WI,万得全A,2021-07-02,-1.91,
881001.WI,万得全A,2021-07-05,0.6284,
881001.WI,万得全A,2021-07-06,-0.1481,
881001.WI,万得全A,2021-07-07,1.3536,
881001.WI,万得全A,2021-07-08,-0.488,
881001.WI,万得全A,2021-07-09,0.0954,
881001.WI,万得全A,2021-07-12,1.5409,
881001.WI,万得全A,2021-07-13,0.4105,
881001.WI,万得全A,2021-07-14,-1.0928,
881001.WI,万得全A,2021-07-15,0.8264,
881001.WI,万得全A,2021-07-16,-0.8238,
881001.WI,万得全A,2021-07-19,-0.0555,
881001.WI,万得全A,2021-07-20,0.1542,
881001.WI,万得全A,2021-07-21,1.2877,
881001.WI,万得全A,2021-07-22,0.4169,
881001.WI,万得全A,2021-07-23,-1.0764,
881001.WI,万得全A,2021-07-26,-2.2502,
881001.WI,万得全A,2021-07-27,-3.0287,
881001.WI,万得全A,2021-07-28,-0.6825,
881001.WI,万得全A,2021-07-29,2.5754,
881001.WI,万得全A,2021-07-30,-0.1351,
881001.WI,万得全A,2021-08-02,2.0991,
881001.WI,万得全A,2021-08-03,-0.618,
881001.WI,万得全A,2021-08-04,1.5348,
881001.WI,万得全A,2021-08-05,-0.4986,
881001.WI,万得全A,2021-08-06,-0.1676,
881001.WI,万得全A,2021-08-09,0.7347,
881001.WI,万得全A,2021-08-10,1.0525,
881001.WI,万得全A,2021-08-11,0.09,
881001.WI,万得全A,2021-08-12,-0.2547,
881001.WI,万得全A,2021-08-13,-0.3298,
881001.WI,万得全A,2021-08-16,-0.4066,
881001.WI,万得全A,2021-08-17,-2.2858,
881001.WI,万得全A,2021-08-18,1.0205,
881001.WI,万得全A,2021-08-19,-0.0957,
881001.WI,万得全A,2021-08-20,-1.0823,
881001.WI,万得全A,2021-08-23,1.9233,
881001.WI,万得全A,2021-08-24,0.9628,
881001.WI,万得全A,2021-08-25,0.5375,
881001.WI,万得全A,2021-08-26,-1.3861,
881001.WI,万得全A,2021-08-27,0.412,
881001.WI,万得全A,2021-08-30,0.1387,
881001.WI,万得全A,2021-08-31,-0.089,
881001.WI,万得全A,2021-09-01,-0.0545,
881001.WI,万得全A,2021-09-02,0.6753,
881001.WI,万得全A,2021-09-03,-0.5538,
881001.WI,万得全A,2021-09-06,1.5453,
881001.WI,万得全A,2021-09-07,1.4131,
881001.WI,万得全A,2021-09-08,-0.0288,
881001.WI,万得全A,2021-09-09,0.1556,
881001.WI,万得全A,2021-09-10,0.4541,
881001.WI,万得全A,2021-09-13,-0.0174,
881001.WI,万得全A,2021-09-14,-0.9944,
881001.WI,万得全A,2021-09-15,-0.1545,
881001.WI,万得全A,2021-09-16,-1.8241,
881001.WI,万得全A,2021-09-17,0.3633,
881001.WI,万得全A,2021-09-22,-0.0445,
881001.WI,万得全A,2021-09-23,0.4698,
881001.WI,万得全A,2021-09-24,-0.7918,
881001.WI,万得全A,2021-09-27,-1.1648,
881001.WI,万得全A,2021-09-28,0.0835,
881001.WI,万得全A,2021-09-29,-2.0154,
881001.WI,万得全A,2021-09-30,1.5408,
881001.WI,万得全A,2021-10-08,0.7213,
881001.WI,万得全A,2021-10-11,-0.1819,
881001.WI,万得全A,2021-10-12,-1.5369,
881001.WI,万得全A,2021-10-13,1.0111,
881001.WI,万得全A,2021-10-14,0.0543,
881001.WI,万得全A,2021-10-15,0.2988,
881001.WI,万得全A,2021-10-18,-0.0371,
